"VideoAnalysis: Time (s)","VideoAnalysis: X Wrist (m)","VideoAnalysis: Y Wrist (m)","VideoAnalysis: X Elbow (m)","VideoAnalysis: Y Elbow (m)","VideoAnalysis: X Shoulder (m)","VideoAnalysis: Y Shoulder (m)","VideoAnalysis: X Ear (m)","VideoAnalysis: Y Ear (m)","VideoAnalysis: X Hip (m)","VideoAnalysis: Y Hip (m)","VideoAnalysis: X Knee (m)","VideoAnalysis: Y Knee (m)","VideoAnalysis: X Ankle (m)","VideoAnalysis: Y Ankle (m)","VideoAnalysis: X Toe (m)","VideoAnalysis: Y Toe (m)"
0.633333333333,-0.929893224324,-0.323244080486,-1.15109839116,-0.183438994453,-0.94286205256,0.0452714434865,-0.81450772509,0.225757497974,-0.99394095541,-0.496564724534,-0.778779090864,-0.866828881151,-0.910288805426,-1.26158396371,-0.785034937169,-1.32415694568
0.666666666667,-0.903182411832,-0.33313651999,-1.1428853337,-0.193392729769,-0.94286205256,0.0274384507976,-0.81450772509,0.225757497974,-0.99394095541,-0.497306810299,-0.78218146448,-0.867666184033,-0.929214508663,-1.26242126659,-0.831074701017,-1.32506848091
0.7,-0.876067075792,-0.33578431049,-1.13272320737,-0.202709033758,-0.940637273745,0.0220734893844,-0.808800157224,0.211801798496,-0.996271568514,-0.499764969394,-0.7926145242,-0.869327499275,-1.00318955376,-1.26953169583,-0.875971428617,-1.32803458764
0.733333333333,-0.853046008395,-0.33578431049,-1.11527965398,-0.207992358784,-0.922410309808,0.0213434838357,-0.808800157224,0.212544246349,-1.00296193549,-0.512960181897,-0.793465117604,-0.870164802157,-1.03458176658,-1.2675779891,-0.918683365412,-1.32894612287
0.766666666667,-0.830466239414,-0.334019116824,-1.09995678558,-0.209463354151,-0.922410309808,0.0213434838357,-0.808800157224,0.212544246349,-1.02574628748,-0.524450916158,-0.837762427218,-0.870337578942,-1.06266463943,-1.2675779891,-0.951397352232,-1.32894612287
0.8,-0.81847763243,-0.321601469713,-1.08467069206,-0.213998923198,-0.903302704256,0.0213434838357,-0.808800157224,0.212544246349,-1.02574628748,-0.524450916158,-0.873726579578,-0.87869731724,-1.12034550463,-1.25978974325,-0.991085307052,-1.32512635617
0.833333333333,-0.804711573491,-0.312947117433,-1.07389565099,-0.213177617452,-0.903302704256,0.0220387272154,-0.808800157224,0.212544246349,-1.02574628748,-0.524450916158,-0.899829164662,-0.890858144812,-1.15156494066,-1.25539058049,-1.01922714888,-1.32593660971
0.866666666667,-0.803669618897,-0.30489342133,-1.0573959863,-0.216193157954,-0.89119388206,0.0312275272169,-0.813289646582,0.215572041497,-1.03555573368,-0.524450916158,-0.924536244941,-0.892532750576,-1.19305795015,-1.24487777763,-1.05529790038,-1.33134794588
0.9,-0.793004907163,-0.292402224484,-1.04222021743,-0.213189875747,-0.903615563777,0.0218069794222,-0.814032094435,0.215572041497,-1.03555573368,-0.524450916158,-0.946532058746,-0.894167484774,-1.22245658467,-1.23647816777,-1.08783826144,-1.33227394993
0.933333333333,-0.786262848021,-0.277667760686,-1.04253893309,-0.208053650258,-0.901923804887,0.0400918803079,-0.814032094435,0.229144916301,-1.03581082566,-0.523337787512,-0.966746942612,-0.897410372127,-1.25645373978,-1.22835765887,-1.1276853732,-1.33227394993
0.966666666667,-0.785968649077,-0.264134609245,-1.03802788063,-0.202733550348,-0.901923804887,0.0400918803079,-0.814032094435,0.240687660257,-1.03581082566,-0.523337787512,-1.01024682091,-0.899882409207,-1.29968780764,-1.22551348717,-1.180858262,-1.32027930372
1,-0.785968649077,-0.248983363609,-1.03426458415,-0.196065038018,-0.875921702486,0.0593617093148,-0.814032094435,0.250316280844,-1.03581082566,-0.523337787512,-1.02878709901,-0.896054738889,-1.33198377595,-1.21324633543,-1.23877692155,-1.32027930372
1.03333333333,-0.778233668498,-0.232373381541,-1.03262197266,-0.185167414009,-0.875921702486,0.0593617093148,-0.814032094435,0.25320486702,-1.03581082566,-0.523337787512,-1.0461711017,-0.881541488934,-1.3521322072,-1.19708506075,-1.28342767932,-1.31763151089
1.06666666667,-0.775904593521,-0.225202282272,-1.0302193469,-0.173730425032,-0.875921702486,0.0752248457613,-0.814032094435,0.256128255439,-1.03581082566,-0.517528647385,-1.06831311125,-0.867240887331,-1.38620910545,-1.18379453881,-1.31431859567,-1.31763151089
1.1,-0.767740572815,-0.212343336745,-1.02721606469,-0.169574863121,-0.875921702486,0.0752248457613,-0.81480934453,0.264852017706,-1.03581082566,-0.515928524955,-1.07405461673,-0.849006291234,-1.41007888285,-1.16151962405,-1.34183827852,-1.31763151089
1.13333333333,-0.763965019695,-0.205625794182,-1.02574506932,-0.165407042915,-0.875921702486,0.0752248457613,-0.81480934453,0.276731183346,-1.03897628525,-0.507266992671,-1.08888683921,-0.842945813231,-1.42608067126,-1.14639501008,-1.36953158713,-1.31549012652
1.16666666667,-0.761881110506,-0.193759770092,-1.02574506932,-0.165407042915,-0.875921702486,0.0752248457613,-0.81480934453,0.278935325408,-1.04574781785,-0.504055152721,-1.11130794971,-0.842945813231,-1.43260631753,-1.12490423611,-1.42503395487,-1.28580012168
1.2,-0.762616607867,-0.187336426473,-1.02574506932,-0.151739044299,-0.875921702486,0.075920089141,-0.81480934453,0.282554758689,-1.02193150284,-0.477050187943,-1.11849812208,-0.833044374388,-1.43953067946,-1.10341346214,-1.45687981289,-1.28371661257
1.23333333333,-0.76180756077,-0.178841431954,-1.02413923271,-0.142998880161,-0.860776984199,0.0887125673272,-0.81480934453,0.282554758689,-1.01903273033,-0.4637854049,-1.12643256368,-0.814357900545,-1.44540509015,-1.07976962362,-1.49551154434,-1.26811923185
1.26666666667,-0.76180756077,-0.170542570065,-1.02413923271,-0.143746636139,-0.860776984199,0.0977275564838,-0.81480934453,0.288482740761,-1.01903273033,-0.4637854049,-1.13204116394,-0.803419800992,-1.45892155096,-1.06007307011,-1.52282866381,-1.25968391371
1.3,-0.76180756077,-0.170542570065,-1.02413923271,-0.143746636139,-0.849861663138,0.104413480318,-0.81480934453,0.292392192734,-1.01903273033,-0.4637854049,-1.13204116394,-0.803419800992,-1.46670979682,-1.04330043142,-1.54629707894,-1.23572355893
1.33333333333,-0.76180756077,-0.170542570065,-1.02413923271,-0.143746636139,-0.849861663138,0.104413480318,-0.81480934453,0.293134640587,-1.0142787434,-0.455031111895,-1.11187944216,-0.839915574229,-1.46866350354,-1.02656766431,-1.56449884605,-1.22291865918
1.36666666667,-0.767887672287,-0.178461424984,-1.02413923271,-0.143746636139,-0.849861663138,0.110612733787,-0.81480934453,0.293134640587,-1.00045739603,-0.455031111895,-1.11100226771,-0.850840383261,-1.5218920439,-1.00660530036,-1.59667748678,-1.17180034187
1.4,-0.774163916434,-0.192595232604,-1.02413923271,-0.130360578301,-0.849861663138,0.110612733787,-0.81480934453,0.293134640587,-1.00045739603,-0.455031111895,-1.11100226771,-0.851677686143,-1.53459778287,-0.979027467339,-1.61340343493,-1.13704625237
1.43333333333,-0.773428419073,-0.215481458818,-1.02413923271,-0.130360578301,-0.849861663138,0.110612733787,-0.81480934453,0.293134640587,-1.00045739603,-0.455031111895,-1.0907608028,-0.854216175833,-1.54646621896,-0.956008283345,-1.62882718988,-1.1004546236
1.46666666667,-0.776321375359,-0.232446931277,-1.02413923271,-0.130360578301,-0.849861663138,0.110612733787,-0.811665541905,0.268007421079,-1.00045739603,-0.455031111895,-1.08228144981,-0.864277100939,-1.54895154656,-0.936471216098,-1.63127241932,-1.05973938303
1.5,-0.784117647385,-0.256889960239,-1.02413923271,-0.130360578301,-0.849861663138,0.110612733787,-0.811665541905,0.262439062185,-1.00045739603,-0.455031111895,-1.07295150341,-0.873434270553,-1.54895154656,-0.927779214751,-1.63127241932,-1.03807956956
1.53333333333,-0.790344858374,-0.266059160672,-1.02413923271,-0.130360578301,-0.854380745106,0.098028828615,-0.811665541905,0.260165315637,-1.00269524841,-0.457199393739,-1.07212749105,-0.877634075485,-1.53980766747,-0.902487351506,-1.63040429053,-0.993993095501
1.56666666667,-0.79777338172,-0.284838859955,-1.02413923271,-0.130360578301,-0.861958897944,0.0767659685863,-0.811665541905,0.253796505153,-1.00523457314,-0.464052091971,-1.05179299248,-0.884106559668,-1.52863033852,-0.859997552875,-1.63040429053,-0.994904630738
1.6,-0.799403734203,-0.293174496713,-1.03778271474,-0.135423254022,-0.868969268689,0.0706362394554,-0.810876691061,0.254794169454,-1.00678831521,-0.466603011787,-1.03444886136,-0.902886067164,-1.50394983928,-0.846348186847,-1.62195450357,-0.993110497891
1.63333333333,-0.815645967591,-0.312113553757,-1.04169311076,-0.14590409601,-0.868969268689,0.0706362394554,-0.81002983648,0.249225810561,-1.0127597866,-0.487079940855,-1.01856668764,-0.908574410553,-1.47743524802,-0.839503568049,-1.6088023523,-0.990433767435
1.66666666667,-0.815645967591,-0.312113553757,-1.05534885108,-0.149728683964,-0.872561359485,0.0684693975887,-0.807802492922,0.238112294269,-1.00872469525,-0.484169573247,-0.998710647869,-0.916243041711,-1.45441606403,-0.83861310308,-1.576435617,-0.982114199801
1.7,-0.853634406283,-0.33089325304,-1.06795037805,-0.163923789254,-0.873302952423,0.0647266707281,-0.807802492922,0.232996364535,-1.0118205843,-0.501237545834,-0.976183213187,-0.924031287565,-1.44241472272,-0.82605355985,-1.56290727659,-0.982114199801
1.73333333333,-0.885604024906,-0.371112700394,-1.07561181226,-0.183696418642,-0.883754777897,0.0536491262117,-0.807802492922,0.232961562292,-1.01256267007,-0.505713250602,-0.963902770917,-0.924031287565,-1.40035022079,-0.82605355985,-1.53150995178,-0.982114199801
1.76666666667,-0.907865078364,-0.38680331076,-1.08138546907,-0.183696418642,-0.887485917368,0.0286435393224,-0.807802492922,0.23151146883,-1.00734487953,-0.511522390728,-0.947289618497,-0.924031287565,-1.37267935412,-0.83230010516,-1.50406261299,-0.982114199801
1.8,-0.945694159295,-0.415512224416,-1.08638685332,-0.187459715122,-0.896593605642,0.0174501209095,-0.807802492922,0.216848123744,-0.999135555762,-0.517563432655,-0.925174189994,-0.924031287565,-1.35718260554,-0.833110826998,-1.46797739267,-0.973563131154
1.83333333333,-0.971510116664,-0.425993061809,-1.10340136639,-0.187459715122,-0.909270209932,0.0107410222955,-0.808579743018,0.206581462034,-0.996886108288,-0.53268343011,-0.888146795879,-0.926609648821,-1.33060156167,-0.833110826998,-1.4500215954,-0.973563131154
